l,"m(w,l)","b(w,l)","n(w,l)","c(w,l)",,,,
1,1,9.76E+00,-4,1.15E+01,,,,
2,2,-8.25E+00,-10,9.83E+00,,,,
3,9,-1.25E+00,,,,,,
4,10,3.99E-01,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
